id	filename	md5	size	state
89e048e0-2bdb-4c62-9c0e-2e6e796238dd	89e048e0-2bdb-4c62-9c0e-2e6e796238dd/3f91fef1-b62c-4884-a882-c99bb6ca9613.rna_seq.augmented_star_gene_counts.tsv	033a1eaaa046839ab6f3dcf762ab4212	4234477	validated
95668f0b-130d-44d4-94c0-ba7a4e7798e6	95668f0b-130d-44d4-94c0-ba7a4e7798e6/6365a756-2e65-42cb-be4f-1f726915ca94.rna_seq.augmented_star_gene_counts.tsv	41f027c2fe766d7623bb9dabedc19721	4250969	validated
16786247-5ff5-47e0-83e2-fee15779e522	16786247-5ff5-47e0-83e2-fee15779e522/cf86835f-2bd2-4b15-a9a9-66fe369a560d.rna_seq.augmented_star_gene_counts.tsv	af60c61e283fda0fb0d382bffacb4bd8	4241351	validated
02e08315-4d34-421c-acc0-129b1e1de38b	02e08315-4d34-421c-acc0-129b1e1de38b/4a88d54f-c88c-4ffd-84c9-069b53f2cb28.rna_seq.augmented_star_gene_counts.tsv	1fdcecd478e911b9a62234c1de04a7e8	4252919	validated
136df0c2-a2a4-42e9-9cc6-9051d4f4c13d	136df0c2-a2a4-42e9-9cc6-9051d4f4c13d/7faebca5-c36a-4a24-b785-5e673cf5a0ed.rna_seq.augmented_star_gene_counts.tsv	d62abe0b79cc95ca8644d2281079be38	4236315	validated
9da9a119-9f9a-4ddb-947e-97724b9fe45f	9da9a119-9f9a-4ddb-947e-97724b9fe45f/7733c059-09bd-40b4-9812-4bedd68d9d01.rna_seq.augmented_star_gene_counts.tsv	767e0ec3e9114e20a332f8d2fc60954c	4249713	validated
ae72486a-e98c-4d72-b172-085d5b79df2c	ae72486a-e98c-4d72-b172-085d5b79df2c/b5e84055-487f-467a-9bc4-bd59ec82f183.rna_seq.augmented_star_gene_counts.tsv	e1b9b18f011bd9045ae7417e84d46ba1	4254898	validated
d898d021-e82b-42e6-b82e-28c187136674	d898d021-e82b-42e6-b82e-28c187136674/0b36289c-6835-414d-9f86-4cc4a812af87.rna_seq.augmented_star_gene_counts.tsv	6645a0e032d43445994eb157f584b6b6	4247718	validated
9dc09c86-c728-4bd9-b2b6-2d9962dad662	9dc09c86-c728-4bd9-b2b6-2d9962dad662/d1f1743c-5fd9-4ae8-90c2-8c3e2d475d1b.rna_seq.augmented_star_gene_counts.tsv	24d42f590b663170a1f908a75917da90	4251380	validated
9ccdf2cc-ca01-4ef7-bed9-f955fd0396c2	9ccdf2cc-ca01-4ef7-bed9-f955fd0396c2/1d65448f-dcba-432b-98d5-f7e87de4f9f6.rna_seq.augmented_star_gene_counts.tsv	3faca7c4b12ad95b13868f199949bf72	4241210	validated
91577462-386f-43eb-88e1-859c1d74763c	91577462-386f-43eb-88e1-859c1d74763c/6ddc13fe-e8e0-4fb1-88df-c068fe87b5cb.rna_seq.augmented_star_gene_counts.tsv	8f93109869bc6e261db04def14563ae7	4251488	validated
2377e521-919f-4f6f-b426-ddc993775597	2377e521-919f-4f6f-b426-ddc993775597/23f366c0-41f3-4159-86f0-5fa3d0059761.rna_seq.augmented_star_gene_counts.tsv	7be09ca94dc13945707501d4fb5f3633	4246291	validated
7aff89e2-86cb-43d8-96cd-341c02ebdd49	7aff89e2-86cb-43d8-96cd-341c02ebdd49/bc4ac436-ed5f-4774-867d-a6bdd7e14486.rna_seq.augmented_star_gene_counts.tsv	b4efc30b9af6617d16af8decb974d51b	4253806	validated
20e1a6f6-c34f-4744-9b2a-392ea074ebe2	20e1a6f6-c34f-4744-9b2a-392ea074ebe2/d1d3d623-2de6-4d6f-b2a3-a50758f46b64.rna_seq.augmented_star_gene_counts.tsv	5414410d743424cdbfaea156f4476cfb	4259282	validated
