"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032355","response to estradiol","4/104","108/18842",0.037037037037037,6.71011396011396,4.43351745583651,0.00302473631605671,0.0343258785802823,0.028655396678432,"SFRP1/LEP/CCNA2/CRYAB",4
"GO:0032506","cytokinetic process","3/104","53/18842",0.0566037735849057,10.2550798258345,5.02658808724911,0.00313231267605501,0.0353188333152613,0.0294843197239996,"ANLN/CEP55/KIF20A",3
"GO:1901989","positive regulation of cell cycle phase transition","4/104","110/18842",0.0363636363636364,6.58811188811189,4.37901455144057,0.00323125168045872,0.0362023675536745,0.0302218980505526,"DLGAP5/BIRC5/RRM2/UBE2C",4
"GO:0009263","deoxyribonucleotide biosynthetic process","2/104","16/18842",0.125,22.6466346153846,6.45324833180551,0.00344266915427495,0.0374296250246369,0.0312464180661072,"CMPK2/RRM2",2
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","2/104","16/18842",0.125,22.6466346153846,6.45324833180551,0.00344266915427495,0.0374296250246369,0.0312464180661072,"CMPK2/RRM2",2
"GO:0046385","deoxyribose phosphate biosynthetic process","2/104","16/18842",0.125,22.6466346153846,6.45324833180551,0.00344266915427495,0.0374296250246369,0.0312464180661072,"CMPK2/RRM2",2
"GO:0090209","negative regulation of triglyceride metabolic process","2/104","16/18842",0.125,22.6466346153846,6.45324833180551,0.00344266915427495,0.0374296250246369,0.0312464180661072,"CIDEC/PLIN1",2
"GO:0071621","granulocyte chemotaxis","4/104","112/18842",0.0357142857142857,6.47046703296703,4.32585098458178,0.00344718547697054,0.0374296250246369,0.0312464180661072,"SAA1/CXCL9/CXCL10/CCL8",4
"GO:1904427","positive regulation of calcium ion transmembrane transport","3/104","55/18842",0.0545454545454545,9.88216783216783,4.91449196414369,0.00348008557567952,0.0375550339117809,0.0313511099649528,"CXCL9/CXCL10/CXCL11",3
"GO:1904064","positive regulation of cation transmembrane transport","4/104","115/18842",0.0347826086956522,6.30167224080268,4.24849114494406,0.0037891900042184,0.0406413732769523,0.0339275998452161,"CXCL9/CXCL10/CXCL11/STAC2",4
"GO:0044320","cellular response to leptin stimulus","2/104","17/18842",0.117647058823529,21.3144796380091,6.24266022155859,0.00388769113013186,0.0409487945982152,0.0341842365366148,"LEP/CCNA2",2
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","2/104","17/18842",0.117647058823529,21.3144796380091,6.24266022155859,0.00388769113013186,0.0409487945982152,0.0341842365366148,"OAS3/OAS1",2
"GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","2/104","17/18842",0.117647058823529,21.3144796380091,6.24266022155859,0.00388769113013186,0.0409487945982152,0.0341842365366148,"OAS3/OAS1",2
"GO:0019730","antimicrobial humoral response","5/104","189/18842",0.0264550264550265,4.79293854293854,3.90426592114715,0.00397613213102306,0.0413847125353228,0.0345481427765628,"CXCL9/CXCL10/CCL8/CXCL11/IGHG1",5
