"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990869","cellular response to chemokine","4/94","103/18842",0.0388349514563107,7.78434207808304,4.88867958518224,0.00176177869928159,0.025033273699792,0.0204332610864047,"CCR8/CCR1/CXCL11/CXCL10",4
"GO:0019882","antigen processing and presentation","4/94","104/18842",0.0384615384615385,7.70949263502455,4.85828694552746,0.00182533276077297,0.0257026586043978,0.0209796425420279,"TAP1/TAP2/B2M/HLA-B",4
"GO:0032480","negative regulation of type I interferon production","3/94","50/18842",0.06,12.0268085106383,5.52823838608995,0.00198887781668313,0.027755500245319,0.0226552623479319,"SIGLEC1/XAF1/DHX58",3
"GO:1901987","regulation of cell cycle phase transition","8/94","459/18842",0.0174291938997821,3.49362629212441,3.82972814708098,0.00208576044349501,0.0287301828830066,0.0234508412662585,"WDR76/CLSPN/PSME2/TIMELESS/STIL/DTX3L/PARP9/KNL1",8
"GO:0002698","negative regulation of immune effector process","4/94","108/18842",0.037037037037037,7.42395587076438,4.74064678115352,0.00209548358839587,0.0287301828830066,0.0234508412662585,"BST2/CD80/IFNL1/HLA-B",4
"GO:0002440","production of molecular mediator of immune response","5/94","182/18842",0.0274725274725275,5.50678045358896,4.32598197474181,0.00218333793949901,0.0296744104298865,0.0242215613974627,"BST2/B2M/SMC4/SAMHD1/RSAD2",5
"GO:0044546","NLRP3 inflammasome complex assembly","3/94","52/18842",0.0576923076923077,11.5642389525368,5.4015067964793,0.00222650009266436,0.0297437576481572,0.0242781656528043,"MYD88/GBP5/EIF2AK2",3
"GO:0141085","regulation of inflammasome-mediated signaling pathway","3/94","52/18842",0.0576923076923077,11.5642389525368,5.4015067964793,0.00222650009266436,0.0297437576481572,0.0242781656528043,"MYD88/GBP5/EIF2AK2",3
"GO:1901988","negative regulation of cell cycle phase transition","6/94","269/18842",0.0223048327137546,4.4709325318358,4.05994090048675,0.0022847043665114,0.0302626519055705,0.0247017100108101,"WDR76/CLSPN/TIMELESS/DTX3L/PARP9/KNL1",6
"GO:0140894","endolysosomal toll-like receptor signaling pathway","3/94","53/18842",0.0566037735849057,11.3460457647531,5.34070913209727,0.00235162619864391,0.0308873256174826,0.0252115962207555,"MYD88/OAS1/RSAD2",3
"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","2/94","15/18842",0.133333333333333,26.7262411347518,7.05780789792466,0.00247856419539421,0.0317856474968602,0.0259448461233084,"TAP2/HLA-B",2
"GO:0006611","protein export from nucleus","3/94","54/18842",0.0555555555555556,11.1359338061466,5.28151842247578,0.00248102942713816,0.0317856474968602,0.0259448461233084,"ADAR/SP100/IFI27",3
"GO:0140632","canonical inflammasome complex assembly","3/94","54/18842",0.0555555555555556,11.1359338061466,5.28151842247578,0.00248102942713816,0.0317856474968602,0.0259448461233084,"MYD88/GBP5/EIF2AK2",3
"GO:0032760","positive regulation of tumor necrosis factor production","4/94","116/18842",0.0344827586206897,6.91195891415994,4.52247652748957,0.00271640558100289,0.0345182270171342,0.0281752979390286,"OAS1/OAS2/IFIH1/PSMB8",4
"GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","3/94","57/18842",0.0526315789473684,10.5498320268757,5.11288459371997,0.00289538721521356,0.036495888849829,0.0297895526726556,"TRIM21/IFI35/EIF2AK2",3
"GO:1903706","regulation of hemopoiesis","7/94","382/18842",0.0183246073298429,3.67310905647766,3.73741168921105,0.00301077476010191,0.0376467276003142,0.0307289179725769,"CCR1/STAT1/CD80/ISG15/IFNL1/PSMB8/HLA-B",7
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","4/94","120/18842",0.0333333333333333,6.68156028368794,4.42100036551361,0.00306968561996398,0.0378240374459486,0.0308736460817522,"OAS1/OAS2/IFIH1/PSMB8",4
"GO:0031400","negative regulation of protein modification process","5/94","197/18842",0.0253807106598985,5.08748244950859,4.08362871809338,0.00307335429023383,0.0378240374459486,0.0308736460817522,"ADAR/TRIM21/ISG15/DTX3L/PARP14",5
"GO:0141084","inflammasome-mediated signaling pathway","3/94","59/18842",0.0508474576271186,10.1922106022358,5.00728051204139,0.00319388332740782,0.039000309693269,0.0318337713225188,"MYD88/GBP5/EIF2AK2",3
"GO:0018108","peptidyl-tyrosine phosphorylation","4/94","122/18842",0.0327868852459016,6.57202650854552,4.37198432488496,0.00325756994677879,0.0394696265644593,0.032216848433259,"CD80/IFNL1/PARP9/PARP14",4
"GO:0002456","T cell mediated immunity","4/94","124/18842",0.032258064516129,6.46602608098833,4.32405540337147,0.00345315251983649,0.0412005907519423,0.0336297376781184,"CD80/B2M/RSAD2/HLA-B",4
"GO:0018212","peptidyl-tyrosine modification","4/94","124/18842",0.032258064516129,6.46602608098833,4.32405540337147,0.00345315251983649,0.0412005907519423,0.0336297376781184,"CD80/IFNL1/PARP9/PARP14",4
"GO:0001562","response to protozoan","2/94","18/18842",0.111111111111111,22.2718676122931,6.39328913998398,0.00357664596346972,0.0414096121548383,0.0338003501577021,"BATF2/MYD88",2
"GO:0016553","base conversion or substitution editing","2/94","18/18842",0.111111111111111,22.2718676122931,6.39328913998398,0.00357664596346972,0.0414096121548383,0.0338003501577021,"ADAR/APOBEC3A",2
"GO:0042832","defense response to protozoan","2/94","18/18842",0.111111111111111,22.2718676122931,6.39328913998398,0.00357664596346972,0.0414096121548383,0.0338003501577021,"BATF2/MYD88",2
"GO:0060340","positive regulation of type I interferon-mediated signaling pathway","2/94","18/18842",0.111111111111111,22.2718676122931,6.39328913998398,0.00357664596346972,0.0414096121548383,0.0338003501577021,"ZBP1/NLRC5",2
"GO:0034142","toll-like receptor 4 signaling pathway","3/94","63/18842",0.0476190476190476,9.5450861195542,4.81048557765295,0.00384588701291474,0.0441994220675421,0.0360775159415841,"MYD88/OAS1/IFI35",3
"GO:0046718","symbiont entry into host cell","4/94","129/18842",0.0310077519379845,6.21540491505855,4.20871586905552,0.00397676780802361,0.0453699860141671,0.0370329818157865,"SIGLEC1/TRIM21/PLSCR1/CD80",4
"GO:0071222","cellular response to lipopolysaccharide","5/94","210/18842",0.0238095238095238,4.7725430597771,3.89271442356969,0.00403496594526069,0.0454223477411228,0.0370757217646502,"MYD88/CD80/B2M/GBP5/CXCL10",5
"GO:0032496","response to lipopolysaccharide","6/94","302/18842",0.0198675496688742,3.98238692405242,3.69956806819074,0.00403947942163536,0.0454223477411228,0.0370757217646502,"GCH1/MYD88/CD80/B2M/GBP5/CXCL10",6
"GO:0002704","negative regulation of leukocyte mediated immunity","3/94","65/18842",0.0461538461538462,9.25139116202946,4.71855672027942,0.00420005993619724,0.0468906691448306,0.038274230396023,"BST2/CD80/HLA-B",3
"GO:0048872","homeostasis of number of cells","5/94","214/18842",0.0233644859813084,4.68333664744482,3.83710439660421,0.00436982581320913,0.0482584753600982,0.0393906941013833,"TNFSF13B/STAT1/ISG15/RACGAP1/PSMB8",5
"GO:0002711","positive regulation of T cell mediated immunity","3/94","66/18842",0.0454545454545455,9.11121856866538,4.67406731683429,0.0043843272560038,0.0482584753600982,0.0393906941013833,"B2M/RSAD2/HLA-B",3
"GO:0010948","negative regulation of cell cycle process","6/94","309/18842",0.0194174757281553,3.89217103904152,3.62968368180473,0.00451351149183204,0.0493329962358984,0.0402677653890352,"WDR76/CLSPN/TIMELESS/DTX3L/PARP9/KNL1",6
"GO:0044409","symbiont entry into host","4/94","134/18842",0.0298507462686567,5.98348682121308,4.09930716687944,0.00455172673989154,0.0494052006559061,0.0403267018183373,"SIGLEC1/TRIM21/PLSCR1/CD80",4
